stop name,ID,Synonyms
16th st nw + newton st nw,,
16th st nw + park rd nw,,
16th st nw + lamont st nw,,
16th st nw + irving st nw,,
16th st nw + harvard st nw,,
16th st nw + euclid st nw,,
16th st nw + crescent pl nw,,
16th st nw + v st nw,,
16th st nw + u st nw,,
16th st nw + corcoran st nw,,
16th st nw + p st nw,,
16th st nw + m st nw,,
eastern ave nw + 16th st nw,,
eastern ave nw + northgate rd nw,,
eastern ave nw + 14th st nw,,
eastern ave nw + 13th st nw,,
eastern ave nw + 12th st nw,,
alaska ave nw + kalmia rd nw,,
alaska ave nw + hemlock st nw,,
alaska ave nw + geranium st nw,,
alaska ave nw + 14th st nw,,
alaska ave nw + dahlia st nw,,
alaska ave nw + 16th st nw,,
16th st nw + main dr,,
16th st nw + whittier pl nw,,
16th st nw + van buren st nw,,
16th st nw + tuckerman st nw,,
16th st nw + sheridan st nw,,
16th st nw + fort stevens dr nw,,
16th st nw + military rd nw,,
16th st nw + missouri ave nw,,
16th st nw + nicholson st nw,,
16th st nw + madison st nw,,
16th st nw + morrow dr,,
16th st nw + colorado ave nw,,
16th st nw + blagden ave nw,,
16th st nw + decatur st nw,,
16th st nw + l st nw,,
16th st nw + r st nw,,
16th st nw + v st nw,,
16th st nw + euclid st nw,,
16th st nw + webster st nw,,
16th st nw + allison st nw,,
16th st nw + colorado ave nw,,
16th st nw + kennedy st,,
16th st nw + madison st nw,,
16th st nw + nicholson st nw,,
16th st nw + missouri ave nw,,
16th st nw + fort stevens dr nw,,
16th st nw + somerset pl nw,,
16th st nw + underwood st nw,,
16th st nw + whittier st nw,,
16th st nw + main dr,,
alaska ave nw + 16th st nw,,
alaska ave nw + dahlia st nw,,
alaska ave nw + fern st nw,,
alaska ave nw + geranium st nw,,
alaska ave nw + 13th st nw,,
alaska ave nw + 12th st nw,,
alaska ave nw + kalmia rd nw,,
eastern ave nw + 16th st nw,,
16th st nw + primrose rd nw,,
16th st nw + myrtle st,,
16th st nw + kalmia rd nw,,
16th st nw + juniper st nw,,
16th st nw + holly st nw,,
16th st nw + geranium st nw,,
16th st nw + alaska ave nw,,
16th st nw + alaska ave nw,,
16th st nw + geranium st nw,,
16th st nw + hemlock st nw,,
16th st nw + juniper st nw,,
16th st nw + kalmia rd nw,,
16th st nw + leegate rd,,
16th st nw + primrose rd nw,,
16th st nw + portal dr nw,,
anacostia station + bus bay c,,
anacostia station + bus bay b,,
minnesota ave station + bus bay a,,
deanwood station + bus bay a,,
deanwood station + bus bay b,,
rhode island ave station + bus bay e,,
brookland-cua station + bus bay b,,
brookland-cua station + bus bay g,,
sheridan rd se + martin luther king jr ave se,,
minnesota ave ne + 48th st ne,,
rhode island ave ne + 10th st ne,,
pennsylvania ave se + potomac ave se,,
independence ave sw + 14th st sw,,
14th st nw + d st,,
pomeroy rd se + #2500,,
hunter pl se + bangor st se,,
stadium-armory station + bus bay d,,
15th st ne + isherwood st ne,,
new hampshire ave nw + otis pl nw,,
new hampshire ave nw + georgia ave nw,,
rock creek church rd nw + warder st nw,,
rock creek church rd nw + park pl nw,,
rock creek church rd nw + 3rd st nw,,
rock creek church rd nw + upshur dr nw,,
rock creek church rd nw + 4th st nw,,
pomeroy rd se + #2575,,
sheridan rd se + suitland pky se,,
pomeroy rd se + #2551-2576,,
25th st se + #3417,,
25th st se + southern ave,,
condon ter se + pepco pole,,
m st sw + half st sw,,
military rd nw + glover rd,,
kennedy st nw + colorado ave nw,,
west virginia ave ne + 17th st ne,,
18th st ne + bryant st ne,,
18th st ne + hamlin st ne,,
ainger pl se + bruce pl se,,
edgewood st ne + #625,,
stanton rd se + suitland pky se,,
martin luther king jr ave se + eaton rd se,,
congress st se + 13th pl se,,
hayes st ne + #3704-3710,,
mayfair ter ne + #3592-3598,,
mayfair ter ne + #3576-3582,,
mayfair ter ne + #3547-3553,,
mayfair ter ne + #3531-3537,,
mayfair ter ne + #3675-3691,,
kenilworth ter ne + #776-778,,
hayes st ne + anacostia ave ne,,
texas ave se + e capitol st se,,
texas ave se + e capitol st se,,
m st se + half st se,,
pennsylvania ave nw + 7th st nw,,
alabama ave se + ainger pl se,,
alabama ave se + hartford st se,,
stanton rd se + suitland pky se,,
14th st nw + monroe st nw,,
30th st se + naylor rd se,,
30th st se + erie st se,,
14th st nw + harvard st nw,,
new hampshire ave nw + 7th st nw,,
new hampshire ave nw + 8th st nw,,
park rd nw + 11th st nw,,
11th st nw + lamont st nw,,
11th st nw + irving st nw,,
11th st nw + harvard st nw,,
11th st nw + fairmont st nw,,
11th st nw + clifton st nw,,
new hampshire ave nw + randolph st nw,,
new hampshire ave nw + shepherd st nw,,
new hampshire ave nw + taylor st nw,,
sheridan st nw + 4th st nw,,
n capitol st nw + p st nw,,
virginia ave nw + g st nw,,
shepherd pky sw + shepherd pky sw,,
shepherd pky sw + dc village ln,,
martin luther king jr ave sw + joliet st sw,,
shepherd pky sw + fire department training center,,
shepherd pky sw + fire department training center,,
irvington st sw + martin luther king jr ave sw,,
irvington st sw + ivanhoe st sw,,
southern ave se + s capitol st se,,
martin luther king jr ave sw + #4660,,
martin luther king jr ave sw + blue plains dr sw,,
overlook ave sw + shepherd pky sw,,
6th st se + southern ave se,,
overlook ave sw + laboratory rd,,
martin luther king jr ave sw + galveston st sw,,
3rd st se + livingston rd se,,
martin luther king jr ave sw + galveston pl sw,,
s capitol st se + galveston st sw,,
s capitol st se + 1st st se,,
6th st se + galveston pl se,,
martin luther king jr ave sw + forrester st sw,,
3rd st se + #4501,,
s capitol st se + forrester st sw,,
s capitol st se + forrester st se,,
martin luther king jr ave sw + elmira st sw,,
6th st se + darrington st se,,
livingston ter se + #304,,
martin luther king jr ave sw + darrington st sw,,
martin luther king jr ave sw + darrington st sw,,
s capitol st se + danbury st sw,,
overlook ave sw + magazine rd,,
s capitol st sw + danbury st se,,
chesapeake st sw + 2nd st sw,,
chesapeake st sw + 2nd st sw,,
4th st se + chesapeake st se,,
martin luther king jr ave sw + chesapeake st sw,,
martin luther king jr ave sw + chesapeake st sw,,
6th st se + chesapeake st se,,
s capitol st sw + brandywine st se,,
s capitol st sw + brandywine st se,,
martin luther king jr ave sw + brandywine pl sw,,
martin luther king jr ave sw + brandywine pl sw,,
atlantic st se + livingston rd se,,
atlantic st se + valley ave se,,
barnaby st se + atlantic st se,,
atlantic st se + 1st st se,,
barnaby st se + atlantic st se,,
condon ter se + 4th st se,,
condon ter se + 4th st se,,
mississippi ave se + atlantic st se,,
mississippi ave se + atlantic st se,,
8th st se + yuma st se,,
condon ter se + yuma st se,,
s capitol st sw + atlantic st sw,,
8th st se + yuma st se,,
barnaby st se + 9th st se,,
s capitol st sw + #3921,,
condon ter se + yuma st se,,
southern ave se + wheeler rd se,,
barnaby st se + 9th st se,,
wheeler rd se + bellevue st se,,
martin luther king jr ave sw + xenia st sw,,
8th st se + xenia st se,,
mississippi ave se + 1st st se,,
wheeler rd se + barnaby ter se,,
8th st se + xenia st se,,
wheeler rd se + barnaby ter se,,
mississippi ave se + 1st st se,,
condon ter se + #600,,
condon ter se + #600,,
s capitol st se + xenia st sw,,
13th st se + southern ave se,,
8th st se + condon ter se,,
condon ter se + 8th st se,,
wheeler rd se + wahler pl se,,
wheeler rd se + wahler pl se,,
mississippi ave se + wayne pl se,,
mississippi ave se + wayne pl se,,
s capitol st se + halley pl se,,
wheeler rd se + varney st se,,
mississippi ave se + 2nd st se,,
wheeler rd se + varney st se,,
mississippi ave se + 2nd st se,,
13th st se + #1236,,
13th st se + wahler pl se,,
martin luther king jr ave se + halley pl se,,
wheeler rd se + blakney ln se,,
wheeler rd se + valley ave se,,
mississippi ave se + 4th st se,,
mississippi ave se + 4th st se,,
martin luther king jr ave se + #3726,,
valley ave se + wheeler rd se,,
valley ave se + wheeler rd se,,
martin luther king jr ave se + #3726,,
valley ave se + #1201,,
valley ave se + #1209,,
valley ave se + 13th st se,,
valley ave se + 13th st se,,
6th st se + mississippi ave se,,
martin luther king jr ave se + upsal st se,,
6th st se + mississippi ave se,,
martin luther king jr ave se + upsal st se,,
wheeler rd se + mississippi ave se,,
wheeler rd se + mississippi ave se,,
mississippi ave se + 10th pl se,,
6th st se + #3633,,
mississippi ave se + 10th pl se,,
martin luther king jr ave se + sterling st se,,
mississippi ave se + #1200,,
mississippi ave se + #1200,,
6th st se + #3500,,
martin luther king jr ave se + horner pl se,,
wheeler rd + upsal st,,
wheeler rd se + congress st se,,
13th st se + trenton pl se,,
13th st se + trenton pl se,,
congress st se + 11th pl se,,
southern ave + valley ter se,,
martin luther king jr ave se + highview pl se,,
11th pl se + congress st se,,
6th st se + savannah st se,,
6th st se + savannah st se,,
martin luther king jr ave se + #3353,,
congress st se + 13th st se,,
savannah st se + 4th st se,,
congress st se + 13th st se,,
wheeler rd se + wheeler hill dr se,,
4th st se + savannah st se,,
congress st se + #1326,,
wheeler rd se + savannah st se,,
11th pl se + savannah st se,,
4th st se + martin luther king jr ave se,,
martin luther king jr ave se + 4th st se,,
martin luther king jr ave se + waclark pl se,,
congress st se + savannah pl se,,
11th pl se + savannah st se,,
congress st se + savannah pl se,,
alabama ave se + randle pl se,,
randle pl se + alabama ave se,,
alabama ave se + 7th st se,,
wheeler rd se + alabama ave se,,
alabama ave se + 7th st se,,
martin luther king jr ave se + 5th st se,,
martin luther king jr ave se + 5th st se,,
alabama ave se + 9th st se,,
alabama ave se + 9th st se,,
11th pl se + alabama ave se,,
congress st se + savannah st se,,
congress st se + savannah st se,,
alabama ave se + 11th pl se,,
southern ave se + 22nd st se,,
22nd st se + southern ave se,,
s capitol st sw + malcolm x ave se,,
trenton pl se + stanton rd se,,
martin luther king jr ave se + malcolm x ave se,,
malcolm x ave se + 2nd st se,,
malcolm x ave se + s capitol st se,,
malcolm x ave se + oakwood st se,,
trenton pl se + 19th st se,,
malcolm x ave se + martin luther king jr ave se,,
malcolm x ave se + newcomb st se,,
malcolm x ave se + oakwood st se,,
malcolm x ave se + 2nd st se,,
martin luther king jr ave se + malcolm x ave se,,
s capitol st se + malcolm x ave se,,
mellon st se + martin luther king jr ave se,,
savannah st se + stanton rd se,,
stanton rd se + savannah st se,,
orange st se + oakwood st se,,
alabama ave se + 15th st se,,
southern ave + 25th st se,,
savannah st se + 18th st se,,
alabama ave se + 15th pl se,,
19th st se + savannah st se,,
alabama ave se + 15th pl se,,
martin luther king jr ave se + lebaum st se,,
mellon st se + 5th st se,,
orange st se + 4th st se,,
alabama ave se + stanton rd se,,
alabama ave se + stanton rd se,,
orange st se + 2nd st se,,
southern ave + #2524,,
martin luther king jr ave se + milwaukee pl se,,
22nd st se + savannah st se,,
stanton rd se + alabama ave se,,
mellon st se + 5th st se,,
stanton rd se + alabama ave se,,
2nd st se + oakwood st se,,
savannah st se + 23rd st se,,
mellon st se + #431,,
newcomb st se + 4th st se,,
savannah st se + 24th st se,,
alabama ave se + 18th pl se,,
southern ave + #2613,,
stanton rd se + tubman rd,,
stanton rd se + anita j turner elementary school,,
martin luther king jr ave se + milwaukee pl se,,
alabama ave se + 18th pl se,,
newcomb st se + newcomb st se,,
martin luther king jr ave se + st elizabeths gate 3,,
martin luther king jr ave se + st elizabeths gate 3,,
southern ave se + #2912,,
bruce st se + robinson st se,,
stanton rd se + bruce pl se,,
alabama ave se + stanton ter se,,
bruce pl se + stanton rd se,,
alabama ave se + 22nd st se,,
bruce st se + 15th pl se,,
23rd st se + alabama ave se,,
southern ave se + 30th st se,,
alabama ave se + 22nd st se,,
alabama ave se + 24th st se,,
12th pl se + jasper rd se,,
30th st se + southern ave se,,
alabama ave se + 24th st se,,
jasper pl se + #1350,,
bruce pl se + #3100,,
12th pl se + bruce pl se,,
stanton rd se + jasper pl se,,
naylor rd se + southern ave se,,
30th st se + buena vista ter se,,
alabama ave se + irving pl se,,
alabama ave se + jasper st se,,
stanton rd se + suitland pky se,,
martin luther king jr ave se + st es gate 2,,
irving st se + 24th st se,,
irving st se + 23rd st se,,
irving st se + 24th pl se,,
23rd st se + irving st se,,
martin luther king jr ave se + st elizabeths gate 2,,
naylor rd se + #3041,,
stanton rd se + suitland pky se,,
hartford st se + 23rd st se,,
alabama ave se + hartford st se,,
30th st se + naylor rd se,,
martin luther king jr ave se + st elizabeths gate 1,,
pomeroy rd se + #2500,,
martin luther king jr ave se + st elizabeths gate 1,,
langston pl se + raynolds pl se,,
langston pl se + raynolds pl se,,
pomeroy rd se + sheridan rd se,,
pomeroy rd se + sheridan rd se,,
southern ave se + fairhill dr,,
stanton rd se + pomeroy rd se,,
alabama ave se + ainger pl se,,
sheridan rd se + #2646,,
bruce pl se + fort pl se,,
bruce pl se + raynolds pl se,,
naylor rd se + erie st se,,
martin luther king jr ave se + pomeroy rd se,,
morris rd se + 16th st se,,
ainger pl se + langston pl se,,
morris rd se + 16th st se,,
southern ave se + 34th st se,,
ainger pl se + langston pl se,,
naylor rd se + 28th st se,,
fort pl se + #1901,,
morris rd se + 17th st se,,
fort pl se + #1901,,
morris rd se + 17th st se,,
martin luther king jr ave se + #2652,,
erie st se + 33rd st se,,
erie st se + 31st st se,,
erie st se + 30th st se,,
erie st se + 18th st se,,
erie st se + 18th st se,,
morris rd se + elvans rd se,,
alabama ave se + 25th st se,,
erie st se + 31st st se,,
33rd st se + erie st se,,
ainger pl se + bruce pl se,,
morris rd se + pomeroy rd se,,
s capitol st sw + #2750,,
33rd st se + denver st se,,
s capitol st se + #2750,,
morris rd se + hunter pl se,,
southern ave se + 36th pl se,,
alabama ave se + naylor rd se,,
33rd st se + denver st se,,
25th st se + wagner st se,,
morris rd se + hunter pl se,,
sheridan rd se + bowen rd se,,
25th st se + wagner st se,,
hunter pl se + morris rd se,,
naylor rd se + alabama ave se,,
martin luther king jr ave se + stanton rd se,,
sheridan rd se + bowen rd se,,
alabama ave se + naylor rd se,,
camden st se + 33rd st se,,
morris rd se + bryan pl se,,
martin luther king jr ave se + sumner rd se,,
branch ave se + camden st se,,
naylor rd se + good hope rd se,,
alabama ave se + good hope rd se,,
southern ave se + forest glade ln,,
morris rd se + west st se,,
hunter pl se + bangor st se,,
branch ave se + bangor st se,,
alabama ave se + good hope rd se,,
25th st se + skyland pl se,,
25th st se + skyland pl se,,
s capitol st se + firth sterling ave se,,
alabama ave se + 30th st se,,
branch ave se + bangor st se,,
good hope rd se + naylor rd se,,
alabama ave se + 30th st se,,
sheridan rd se + martin luther king jr ave se,,
alabama ave se + 31st st se,,
alabama ave se + 31st st se,,
good hope rd se + 25th st se,,
morris rd se + #1349,,
suitland rd se + southern ave se,,
branch ave se + alabama ave se,,
alabama ave se + 32nd st se,,
firth sterling ave se + sumner rd se,,
firth sterling ave se + sumner rd se,,
alabama ave se + 32nd st se,,
anacostia station + bus bay e,,
16th st se + galen st se,,
alabama ave se + branch ave se,,
martin luther king jr ave se + howard rd se,,
martin luther king jr ave se + howard rd se,,
alabama ave se + branch ave se,,
alabama ave se + 34th st se,,
branch ave se + alabama ave se,,
morris rd se + mt view pl se,,
good hope rd se + 24th st se,,
howard rd se + east entrance to anacostia station,,
howard rd se + east entrance to anacostia station,,
good hope rd se + 24th st se,,
anacostia station + bus bay l,,
alabama ave se + 34th st se,,
morris rd se + mt view pl se,,
38th st se + w st se,,
southern ave se + suitland ter se,,
16th st se + galen st se,,
martin luther king jr ave se + talbert st se,,
good hope rd se + altamont pl se,,
naylor rd se + #2619,,
good hope rd se + altamont pl se,,
alabama ave se + 36th st se,,
martin luther king jr ave se + morris rd se,,
w st se + 16th st se,,
martin luther king jr ave se + chicago st se,,
good hope rd se + woodmont pl se,,
w st se + 14th st se,,
alabama ave se + 36th pl se,,
good hope rd se + marbury plaza apartments,,
martin luther king jr ave se + pleasant st se,,
pennsylvania ave se + 40th st se,,
w st se + 13th st se,,
alabama ave se + 37th st se,,
16th st se + v st se,,
good hope rd se + 22nd st se,,
good hope rd se + 22nd st se,,
martin luther king jr ave se + w st se,,
alabama ave se + 38th st se,,
branch ave se + u st se,,
pennsylvania ave se + fort davis st se,,
16th st se + u st se,,
branch ave se + u st se,,
good hope rd se + 18th st se,,
38th st se + pennsylvania ave se,,
good hope rd se + 18th st se,,
naylor rd se + park naylor apartments,,
naylor rd se + park naylor apartments,,
alabama ave se + pennsylvania ave se,,
16th st se + good hope rd se,,
good hope rd se + 16th st se,,
good hope rd se + 15th st se,,
good hope rd se + 14th st se,,
alabama ave se + r st se,,
martin luther king jr ave se + u st se,,
good hope rd se + martin luther king jr ave se,,
good hope rd se + 13th st se,,
branch ave se + t st se,,
southern ave se + 42nd st se,,
16th st se + t st se,,
pennsylvania ave se + texas ave se,,
pennsylvania ave se + texas ave se,,
naylor rd se + s st se,,
branch ave se + s st se,,
minnesota ave se + s st se,,
minnesota ave se + s st se,,
naylor rd se + s st se,,
pennsylvania ave se + carpenter st se,,
alabama ave se + q st se,,
minnesota ave se + 18th st se,,
pennsylvania ave se + branch ave se,,
minnesota ave se + 18th st se,,
southern ave + massachusetts ave se,,
massachusetts ave se + fort dupont ter se,,
pennsylvania ave se + branch ave se,,
25th st se + r st se,,
minnesota ave se + 19th st se,,
pennsylvania ave se + 31st st se,,
minnesota ave se + 19th st se,,
pennsylvania ave se + 31st st se,,
alabama ave se + 41st st se,,
southern ave + barker st se,,
alabama ave se + massachusetts ave se,,
pennsylvania ave se + 30th st se,,
minnesota ave se + 22nd st se,,
25th st se + park pl se,,
minnesota ave se + 22nd st se,,
p st sw + 1st st sw,,
p st sw + 3rd st sw,,
p st sw + 4th st sw,,
minnesota ave se + white pl se,,
half st sw + o st sw,,
minnesota ave se + nicholson st se,,
4th st sw + o st sw,,
o st sw + 1st st sw,,
ridge rd se + southern ave se,,
delaware ave sw + canal st sw,,
minnesota ave se + pennsylvania ave se,,
pennsylvania ave se + minnesota ave se,,
minnesota ave se + pennsylvania ave se,,
delaware ave sw + #1301-1311,,
pennsylvania ave se + minnesota ave se,,
4th st sw + n st sw,,
minnesota ave se + 28th st se,,
minnesota ave se + nash pl se,,
minnesota ave se + nash pl se,,
minnesota ave se + 30th st se,,
m st sw + delaware ave sw,,
m st sw + 6th st sw,,
m st sw + howison pl sw,,
m st sw + bet 3rd & 4th sts,,
m st se + 10th st se,,
m st se + 7th st se,,
m st se + 4th st se,,
m st se + new jersey ave se,,
minnesota ave se + m st se,,
m st se + van st se,,
m st sw + 6th st sw,,
m st se + 4th st se,,
m st se + 8th st se,,
m st sw + 1st st sw,,
m st sw + delaware ave sw,,
benning rd se + hillside rd se,,
benning rd se + hillside rd se,,
3rd st sw + m st sw,,
11th st se + m st se,,
minnesota ave se + lyndale pl se,,
3rd st sw + l st sw,,
minnesota ave se + 31st st se,,
8th st se + l st se,,
6th st sw + k st sw,,
3rd st sw + k st sw,,
minnesota ave se + randle cir se,,
k st se + 12th st se,,
benning rd se + h st se,,
h st se + 46th pl se,,
h st se + 46th st se,,
h st se + 44th pl se,,
minnesota ave se + randle cir se,,
benning rd se + h st se,,
potomac ave se + 13th st se,,
i st se + 11th st se,,
i st se + 9th st se,,
i st sw + wesley pl sw,,
i st se + 13th st se,,
i st sw + wesley pl sw,,
pennsylvania ave se + 15th st se,,
4th st sw + i st sw,,
potomac ave se + 14th st se,,
7th st sw + i st sw,,
4th st sw + i st sw,,
benning rd se + hanna pl se,,
minnesota ave se + g st se,,
15th st se + pennsylvania ave se,,
benning rd se + hanna pl se,,
alabama ave se + g st se,,
minnesota ave se + g st se,,
pennsylvania ave se + potomac ave se,,
potomac ave se + 14th st se,,
fitch st se + 53rd st se,,
51st st se + g st se,,
potomac ave se + 15th st se,,
texas ave se + adrian st se,,
8th st se + g st se,,
ridge rd se + texas ave se,,
pennsylvania ave se + 13th st se,,
4th st sw + g st sw,,
8th st se + g st se,,
